"id";"source";"name_short";"name_full";"name_norm";"born";"died";"linkname";"nationality";"region";"description";"image";"imgfull";"pageurl";"wordcount";"introduction";"rank";"spotify";"clicks";"catalogued";"female";"general";"view";"preview_music";"tier"
21;"Sergei Prokofiev";"Prokofiev";"Sergei Prokofiev";"Sergei Prokofiev";1891;1953;"Sergei_Prokofiev";"Russian Federation";"D Russia";"Ukrainian & Russian Soviet pianist and composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Sergei_Prokofiev_circa_1918_over_Chair_Bain.jpg/260px-Sergei_Prokofiev_circa_1918_over_Chair_Bain.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/03/Sergei_Prokofiev_circa_1918_over_Chair_Bain.jpg";"https://en.wikipedia.org/wiki/Sergei_Prokofiev";8067;"Sergei Sergeyevich Prokofiev was a Russian Soviet composer, pianist and conductor. As the creator of acknowledged masterpieces across numerous musical genres, he is regarded as one of the major composers of the 20th century. His works include such widely heard works as the March from The Love for Three Oranges, the suite Lieutenant Kijé, the ballet Romeo and Juliet—from which ""Dance of the Knights"" is taken—and Peter and the Wolf. Of the established forms and genres in which he worked, he created – excluding juvenilia – seven completed operas, seven symphonies, eight ballets, five piano concertos, two violin concertos, a cello concerto, a symphony-concerto for cello and orchestra, and nine completed piano sonatas.";0.92;"{""context_uri"":""spotify:album:3rXLm8QTXAPIVROM0xOPzQ"",""offset"":{""position"":6},""position_ms"":6000}";45;1;0;0;18801990;"https://p.scdn.co/mp3-preview/2db99f3aeec5ecae904be3a075fe3ad79e8fd21d?cid=3796d35078a440fd9c34dd8eefe7d600";1
22;"Dmitri Shostakovich";"Shostakovich";"Dmitri Shostakovich";"Dmitri Shostakovich";1906;1975;"Dmitri_Shostakovich";"Russian Federation";"D Russia";"Soviet composer and pianist";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Dmitri_Shostakovich_credit_Deutsche_Fotothek_adjusted.jpg/226px-Dmitri_Shostakovich_credit_Deutsche_Fotothek_adjusted.jpg";"https://upload.wikimedia.org/wikipedia/commons/a/ab/Dmitri_Shostakovich_credit_Deutsche_Fotothek_adjusted.jpg";"https://en.wikipedia.org/wiki/Dmitri_Shostakovich";9660;"Dmitri Dmitriyevich Shostakovich was a Russian composer and pianist. He is regarded as one of the major composers of the 20th century, with a unique harmonic language and a historic importance due to his years of work under Stalin. Shostakovich achieved fame in the Soviet Union under the patronage of Soviet chief of staff Mikhail Tukhachevsky, but later had a complex and difficult relationship with the government. A polystylist, Shostakovich developed a hybrid voice, combining a variety of different musical techniques into his works. His music is characterized by sharp contrasts, elements of the grotesque, and ambivalent tonality; he was also heavily influenced by the neoclassical style pioneered by Igor Stravinsky, and (especially in his symphonies) by the late Romanticism of Gustav Mahler.";0.92;"{""context_uri"": ""spotify:album:1K7CVFxS0sRYxmshn34pM8"", ""offset"": {""position"": 4}, ""position_ms"": 0}";32;1;0;0;19002000;"https://p.scdn.co/mp3-preview/eb74db089d940e4dfbe684e69f168217969a5ab2?cid=3796d35078a440fd9c34dd8eefe7d600";1
23;"Béla Bartók";"Bartók";"Béla Bartók";"Bela Bartok";1881;1945;"Béla_Bartók";"Hungary";"E Slavic Countries";"Hungarian composer and pianist";"https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Bart%C3%B3k_B%C3%A9la_1927.jpg/320px-Bart%C3%B3k_B%C3%A9la_1927.jpg";"https://upload.wikimedia.org/wikipedia/commons/6/66/Bart%C3%B3k_B%C3%A9la_1927.jpg";"https://en.wikipedia.org/wiki/Béla_Bartók";6868;"Béla Viktor János Bartók was a Hungarian composer, pianist, and ethnomusicologist. He is considered one of the most important composers of the 20th century; he and Liszt are regarded as Hungary's greatest composers. Through his collection and analytical study of folk music, he was one of the founders of comparative musicology, which later became ethnomusicology.";0.85;"";36;1;0;0;18701980;"https://p.scdn.co/mp3-preview/7813d4a3ab44a91c724f6e5b9963827292681395?cid=3796d35078a440fd9c34dd8eefe7d600";1
24;"Hector Berlioz";"Berlioz";"Hector Berlioz";"Hector Berlioz";1803;1869;"Hector_Berlioz";"France";"B France-Belgium";"French Romantic composer";"https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Hector-Berlioz-1845.png/236px-Hector-Berlioz-1845.png";"https://upload.wikimedia.org/wikipedia/en/f/fd/Hector-Berlioz-1845.png";"https://en.wikipedia.org/wiki/Hector_Berlioz";13076;"Louis-Hector Berlioz was a French Romantic composer. His output includes orchestral works such as the Symphonie fantastique and Harold in Italy, choral pieces including the Requiem and L'enfance du Christ, his three operas Benvenuto Cellini, Les Troyens and Béatrice et Bénédict, and works of hybrid genres such as the ""dramatic symphony"" Roméo et Juliette and the ""dramatic legend"" La damnation de Faust.";0.88;"{""context_uri"": ""spotify:album:6UxEY0uUn9fwTN9te7L4AC"", ""offset"": {""position"": 5}, ""position_ms"": 1000}";85;1;0;0;18001900;"https://p.scdn.co/mp3-preview/bd3bd6368b0bfb2c310cbc18b9f00858202a02ae?cid=3796d35078a440fd9c34dd8eefe7d600";1
25;"Anton Bruckner";"Bruckner";"Anton Bruckner";"Anton Bruckner";1824;1896;"Anton_Bruckner";"Austria";"A Austria-Germany";"Austrian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Anton_Bruckner.jpg/226px-Anton_Bruckner.jpg";"https://upload.wikimedia.org/wikipedia/commons/b/bf/Anton_Bruckner.jpg";"https://en.wikipedia.org/wiki/Anton_Bruckner";7202;"Josef Anton Bruckner was an Austrian composer, organist, and music theorist best known for his symphonies, masses, Te Deum and motets. The first are considered emblematic of the final stage of Austro-German Romanticism because of their rich harmonic language, strongly polyphonic character, and considerable length. Bruckner's compositions helped to define contemporary musical radicalism, owing to their dissonances, unprepared modulations, and roving harmonies.";0.82;"{""context_uri"": ""spotify:album:3RPsL12mdSXu7peeyvNLMT"", ""offset"": {""position"": 3}, ""position_ms"": 0}";81;1;0;0;18201920;"https://p.scdn.co/mp3-preview/5ecb8a7bb18f949a88647b8fa68083f8e0b45489?cid=3796d35078a440fd9c34dd8eefe7d600";1
26;"Giovanni Pierluigi da Palestrina";"Palestrina";"Giovanni Pierluigi da Palestrina";"Giovanni Pierluigi da Palestrina";1525;1594;"Giovanni_Pierluigi_da_Palestrina";"Italy";"C Italy";"Italian Renaissance composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Giovanni_Pierluigi_da_Palestrina.jpg/248px-Giovanni_Pierluigi_da_Palestrina.jpg";"https://upload.wikimedia.org/wikipedia/commons/1/18/Giovanni_Pierluigi_da_Palestrina.jpg";"https://en.wikipedia.org/wiki/Giovanni_Pierluigi_da_Palestrina";2857;"Giovanni Pierluigi da Palestrina was an Italian Renaissance composer of sacred music and the best-known 16th-century representative of the Roman School of musical composition. He had a lasting influence on the development of church music, and his work is considered as the culmination of Renaissance polyphony.";0.13;"{""context_uri"":""spotify:album:7GNu69O7p8m22yb2f3BAuw"",""offset"":{""position"":5},""position_ms"":0}";36;1;0;1;0;"https://p.scdn.co/mp3-preview/79600ef20c2d3e39b64407d9047c7995a91f2ab9?cid=3796d35078a440fd9c34dd8eefe7d600";2
27;"Claudio Monteverdi";"Monteverdi";"Claudio Monteverdi";"Claudio Monteverdi";1567;1643;"Claudio_Monteverdi";"Italy";"C Italy";"Italian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bernardo_Strozzi_-_Claudio_Monteverdi_%28c.1630%29.jpg/256px-Bernardo_Strozzi_-_Claudio_Monteverdi_%28c.1630%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/02/Bernardo_Strozzi_-_Claudio_Monteverdi_%28c.1630%29.jpg";"https://en.wikipedia.org/wiki/Claudio_Monteverdi";10919;"Claudio Giovanni Antonio Monteverdi was an Italian composer, string player and choirmaster. A composer of both secular and sacred music, and a pioneer in the development of opera, he is considered a crucial transitional figure between the Renaissance and the Baroque periods of music history.";0.85;"{""context_uri"": ""spotify:album:3B7RVa5oK9F18G3D0aSanu"", ""offset"": {""position"": 0}, ""position_ms"": 168400}";49;1;0;0;15601680;"https://p.scdn.co/mp3-preview/6b2cf713e419b4b9b553cc69aa65f99c86ef5e13?cid=3796d35078a440fd9c34dd8eefe7d600";1
28;"Jean Sibelius";"Sibelius";"Jean Sibelius";"Jean Sibelius";1865;1957;"Jean_Sibelius";"Finland";"F Nordic Countries";"Finnish composer of the late Romantic period";"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Jean_Sibelius%2C_1913.jpg/240px-Jean_Sibelius%2C_1913.jpg";"https://upload.wikimedia.org/wikipedia/commons/2/2b/Jean_Sibelius%2C_1913.jpg";"https://en.wikipedia.org/wiki/Jean_Sibelius";11380;"Jean Sibelius, born Johan Julius Christian Sibelius, was a Finnish composer and violinist of the late Romantic and early-modern periods. He is widely recognized as his country's greatest composer and, through his music, is often credited with having helped Finland to develop a national identity during its struggle for independence from Russia.";0.91;"";40;1;0;0;18601970;"https://p.scdn.co/mp3-preview/2813d724b0ff345c5c4a5b48c3ac4c72f9f5c1bc?cid=3796d35078a440fd9c34dd8eefe7d600";1
29;"Maurice Ravel";"Ravel";"Maurice Ravel";"Maurice Ravel";1875;1937;"Maurice_Ravel";"France";"B France-Belgium";"French composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Maurice_Ravel_1925.jpg/241px-Maurice_Ravel_1925.jpg";"https://upload.wikimedia.org/wikipedia/commons/7/78/Maurice_Ravel_1925.jpg";"https://en.wikipedia.org/wiki/Maurice_Ravel";12394;"Joseph Maurice Ravel was a French composer, pianist and conductor. He is often associated with impressionism along with his elder contemporary Claude Debussy, although both composers rejected the term. In the 1920s and 1930s Ravel was internationally regarded as France's greatest living composer. Ravel's style is known for its clarity, and for incorporating elements of modernism, baroque, neoclassicism and, in his later works, jazz. He liked to experiment with musical form, as in his best-known work, Boléro (1928), in which repetition takes the place of development. Ravel, who was acclaimed as a master of orchestration, made some orchestral arrangements of other composers' music, of which his 1922 version of Mussorgsky's Pictures at an Exhibition is the best known.";0.96;"{""context_uri"": ""spotify:album:0uMPPy2lbRhzn0PPonpyaT"", ""offset"": {""position"": 1}, ""position_ms"": 180000}";57;1;0;0;18701950;"https://p.scdn.co/mp3-preview/1bd04a0ca1ea39f7074420b748770d80417a3a19?cid=3796d35078a440fd9c34dd8eefe7d600";1
30;"Ralph Vaughan Williams";"Vaughan Williams";"Ralph Vaughan Williams";"Ralph Vaughan Williams";1872;1958;"Ralph_Vaughan_Williams";"United Kingdom";"C2 England";"20th-century English composer";"https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Vaughan-williams-hopp%C3%A9.jpg/248px-Vaughan-williams-hopp%C3%A9.jpg";"https://upload.wikimedia.org/wikipedia/en/0/0d/Vaughan-williams-hopp%C3%A9.jpg";"https://en.wikipedia.org/wiki/Ralph_Vaughan_Williams";12352;"Ralph Vaughan Williams was an English composer. His works include operas, ballets, chamber music, secular and religious vocal pieces and orchestral compositions including nine symphonies, written over sixty years. Strongly influenced by Tudor music and English folk-song, his output marked a decisive break in British music from its German-dominated style of the 19th century.";0.79;"";31;1;0;1;18601990;"https://p.scdn.co/mp3-preview/ec96df58162e040f8ee840288eb4bdfea43f6a39?cid=3796d35078a440fd9c34dd8eefe7d600";1
31;"Modest Mussorgsky";"Mussorgsky";"Modest Mussorgsky";"Modest Mussorgsky";1839;1881;"Modest_Mussorgsky";"Russian Federation";"D Russia";"Russian composer (1839-1881)";"https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Modest_Musorgskiy%2C_1870.jpg/224px-Modest_Musorgskiy%2C_1870.jpg";"https://upload.wikimedia.org/wikipedia/commons/d/db/Modest_Musorgskiy%2C_1870.jpg";"https://en.wikipedia.org/wiki/Modest_Mussorgsky";4503;"Modest Petrovich Mussorgsky was a Russian composer, one of the group known as ""The Five"". He was an innovator of Russian music in the romantic period. He strove to achieve a uniquely Russian musical identity, often in deliberate defiance of the established conventions of Western music. Many of his works were inspired by Russian history, Russian folklore, and other national themes. Such works include the opera Boris Godunov, the orchestral tone poem Night on Bald Mountain and the piano suite Pictures at an Exhibition.";0.8;"{""context_uri"": ""spotify:album:79oZByWu4ORhdlQGFaNmp6"", ""offset"": {""position"": 3}, ""position_ms"": 51500}";124;1;0;0;18301910;"https://p.scdn.co/mp3-preview/1e8159c7f2b0cb11525345c4f3cd9c414c11763f?cid=3796d35078a440fd9c34dd8eefe7d600";1
32;"Giacomo Puccini";"Puccini";"Giacomo Puccini";"Giacomo Puccini";1858;1924;"Giacomo_Puccini";"Italy";"C Italy";"Italian opera composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/GiacomoPuccini.jpg/212px-GiacomoPuccini.jpg";"https://upload.wikimedia.org/wikipedia/commons/9/9b/GiacomoPuccini.jpg";"https://en.wikipedia.org/wiki/Giacomo_Puccini";7543;"Giacomo Antonio Domenico Michele Secondo Maria Puccini was an Italian opera composer who has been called ""the greatest composer of Italian opera after Verdi"". Puccini's early work was rooted in traditional late-19th-century romantic Italian opera. Later, he successfully developed his work in the realistic verismo style, of which he became one of the leading exponents. Puccini's most renowned works are La bohème (1896), Tosca (1900), Madama Butterfly (1904), and Turandot (1924), all of which are among the important operas played as standards.";0.92;"{""context_uri"":""spotify:album:4MgEjX6gD7TJcgr47E4RTZ"",""offset"":{""position"":6},""position_ms"":5000}";78;1;0;1;18501940;"https://p.scdn.co/mp3-preview/13fbc77d401f71c59d6c2285e8d8eeff2d99bad9?cid=3796d35078a440fd9c34dd8eefe7d600";1
33;"Henry Purcell";"Purcell";"Henry Purcell";"Henry Purcell";1659;1695;"Henry_Purcell";"United Kingdom";"C2 England";"English composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Henry_Purcell_by_John_Closterman.jpg/294px-Henry_Purcell_by_John_Closterman.jpg";"https://upload.wikimedia.org/wikipedia/commons/7/78/Henry_Purcell_by_John_Closterman.jpg";"https://en.wikipedia.org/wiki/Henry_Purcell";4009;"Henry Purcell was an English composer. Although incorporating Italian and French stylistic elements into his compositions, Purcell's legacy was a uniquely English form of Baroque music. He is generally considered to be one of the greatest English composers; no later native-born English composer approached his fame until Edward Elgar, Ralph Vaughan Williams, William Walton and Benjamin Britten in the 20th century.";0.73;"";53;1;0;0;16501720;"https://p.scdn.co/mp3-preview/ec8578f96685b7a681d475e53135082879b6d7d4?cid=3796d35078a440fd9c34dd8eefe7d600";1
34;"Gioachino Rossini";"Rossini";"Gioachino Rossini";"Gioachino Rossini";1792;1868;"Gioachino_Rossini";"Italy";"C Italy";"Italian opera composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Composer_Rossini_G_1865_by_Carjat_-_Restoration.jpg/254px-Composer_Rossini_G_1865_by_Carjat_-_Restoration.jpg";"https://upload.wikimedia.org/wikipedia/commons/f/f5/Composer_Rossini_G_1865_by_Carjat_-_Restoration.jpg";"https://en.wikipedia.org/wiki/Gioachino_Rossini";4481;"Gioachino Antonio Rossini was an Italian composer who wrote 39 operas as well as some sacred music, songs, chamber music, and piano pieces. He was a precocious composer of operas, and he made his debut at age 18 with La cambiale di matrimonio. His best-known operas include the Italian comedies The Barber of Seville, The Italian Girl in Algiers, and Cinderella. He also wrote a string of serious operas in Italian, including works such as Tancredi, Otello, and Semiramide. The Thieving Magpie features one of his most celebrated overtures.";0.77;"{""context_uri"":""spotify:album:26HoMcXhkNajeugIRP2I5g"",""offset"":{""position"":34},""position_ms"":51000}";73;1;0;1;17801890;"https://p.scdn.co/mp3-preview/69e75e202ce8c3b8fb43e22fe5a51f1de4dad378?cid=3796d35078a440fd9c34dd8eefe7d600";1
35;"Edward Elgar";"Elgar";"Edward Elgar";"Edward Elgar";1857;1934;"Edward_Elgar";"United Kingdom";"C2 England";"English composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Edward_Elgar.jpg/320px-Edward_Elgar.jpg";"https://upload.wikimedia.org/wikipedia/commons/c/ce/Edward_Elgar.jpg";"https://en.wikipedia.org/wiki/Edward_Elgar";14314;"Sir Edward William Elgar, 1st Baronet was an English composer, many of whose works have entered the British and international classical concert repertoire. Among his best-known compositions are orchestral works including the Enigma Variations, the Pomp and Circumstance Marches, concertos for violin and cello, and two symphonies. He also composed choral works, including The Dream of Gerontius, chamber music and songs. He was appointed Master of the King's Musick in 1924.";0.75;"";31;1;0;0;18501970;"https://p.scdn.co/mp3-preview/921761ae7b1225ab74c5ba23d18c368f56441473?cid=3796d35078a440fd9c34dd8eefe7d600";1
36;"Sergei Rachmaninoff";"Rachmaninoff";"Sergei Rachmaninoff";"Sergei Rachmaninoff";1873;1943;"Sergei_Rachmaninoff";"Russian Federation";"D Russia";"Russian composer, pianist, and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Sergei_Rachmaninoff_cph.3a40575.jpg/252px-Sergei_Rachmaninoff_cph.3a40575.jpg";"https://upload.wikimedia.org/wikipedia/commons/b/be/Sergei_Rachmaninoff_cph.3a40575.jpg";"https://en.wikipedia.org/wiki/Sergei_Rachmaninoff";12478;"Sergei Vasilyevich Rachmaninoff was a Russian composer, virtuoso pianist and conductor of the late Romantic period, some of whose works are among the most popular in the Romantic repertoire.";0.89;"{""context_uri"":""spotify:album:2nFMfIwVsFarlL3aXoHSTB"",""offset"":{""position"":10},""position_ms"":75400}";90;1;0;0;18701960;"https://p.scdn.co/mp3-preview/9cf1e24cdca08b4e3aaf08653c660ddfff99d070?cid=3796d35078a440fd9c34dd8eefe7d600";1
37;"Camille Saint-Saëns";"Saint-Saëns";"Camille Saint-Saëns";"Camille Saint-Saens";1835;1921;"Camille_Saint-Saëns";"France";"B France-Belgium";"French composer, organist, conductor, and pianist of the Romantic era";"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Camille_Saint-Sa%C3%ABns_crop.jpg/239px-Camille_Saint-Sa%C3%ABns_crop.jpg";"https://upload.wikimedia.org/wikipedia/commons/2/2e/Camille_Saint-Sa%C3%ABns_crop.jpg";"https://en.wikipedia.org/wiki/Camille_Saint-Saëns";11728;"Charles-Camille Saint-Saëns was a French composer, organist, conductor and pianist of the Romantic era. His best-known works include Introduction and Rondo Capriccioso (1863), the Second Piano Concerto (1868), the First Cello Concerto (1872), Danse macabre (1874), the opera Samson and Delilah (1877), the Third Violin Concerto (1880), the Third (""Organ"") Symphony (1886) and The Carnival of the Animals (1886).";0.86;"{""context_uri"": ""spotify:album:0O33XKNb7M9AMlsYDJTMLE"", ""offset"": {""position"": 17}, ""position_ms"": 20000}";57;1;0;0;18301950;"https://p.scdn.co/mp3-preview/28857efb335b1ca10e02f1612c426b9810cf2a34?cid=3796d35078a440fd9c34dd8eefe7d600";1
38;"Josquin des Prez";"Josquin";"Josquin des Prez";"Josquin des Prez";1450;1521;"Josquin_des_Prez";"France";"B France-Belgium";"Franco-Flemish composer";"https://upload.wikimedia.org/wikipedia/commons/8/8e/Josquin_des_Prez.jpg";"https://upload.wikimedia.org/wikipedia/commons/8/8e/Josquin_des_Prez.jpg";"https://en.wikipedia.org/wiki/Josquin_des_Prez";7359;"Josquin des Prez, often referred to simply as Josquin, was a French composer of the Renaissance. His original name is sometimes given as Josquin Lebloitte and his later name is given under a wide variety of spellings in French, Italian, and Latin, including Iosquinus Pratensis and Iodocus a Prato. His motet Illibata Dei virgo nutrix includes an acrostic of his name, where he spelled it ""Josquin des Prez"". He was the most famous European composer between Guillaume Dufay and Giovanni Pierluigi da Palestrina, and is usually considered to be the central figure of the Franco-Flemish School. Josquin is widely considered by music scholars to be the first master of the high Renaissance style of polyphonic vocal music that was emerging during his lifetime.";0.19;"{""context_uri"":""spotify:album:1hdVCKdS9akw0VRkgWsRzl"",""offset"":{""position"":7},""position_ms"":1000}";55;1;0;1;0;"https://p.scdn.co/mp3-preview/eb6de1e1b43d0e2ee41657c330b14eab9a589bc7?cid=3796d35078a440fd9c34dd8eefe7d600";2
